name	uuid	color	loyalty	mana_cost	text	type	power	toughness
Adventurers' Guildhouse	4f70a44b-0e30-5ef4-b223-f2ba06baf398				"Green legendary creatures you control have ""bands with other legendary creatures."" (Any legendary creatures can attack in a band as long as at least one has ""bands with other legendary creatures."" Bands are blocked as a group. If at least two legendary creatures you control, one of which has ""bands with other legendary creatures,"" are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)"			
Adventuring Gear	d93cff35-44e4-5283-840f-5244a816c8a3			{1}	"Landfall — Whenever a land enters the battlefield under your control, equipped creature gets +2/+2 until end of turn.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)"			
Adventurous Impulse	dbf5b430-00cd-5c95-bb71-2c9618924d73	['G']		{G}	Look at the top three cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.			
Adverse Conditions	3ac54c2b-cd67-5fcd-b9f5-0e6cfb54e17c			{3}{U}	"Devoid (This card has no color.)
Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."""			
Advice from the Fae	321530e9-c122-5e75-89f2-d80ea6b19a20	['U']		{2/U}{2/U}{2/U}	"({2/U} can be paid with any two mana or with {U}. This card's converted mana cost is 6.)
Look at the top five cards of your library. If you control more creatures than each other player, put two of those cards into your hand. Otherwise, put one of them into your hand. Then put the rest on the bottom of your library in any order."			
Advocate of the Beast	159338a3-f8b5-5258-9f40-a619c2c60447	['G']		{2}{G}	At the beginning of your end step, put a +1/+1 counter on target Beast creature you control.		2	3
Aegis Angel	48450997-b211-5865-bffe-2fe4c67f956b	['W']		{4}{W}{W}	"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Aegis Angel enters the battlefield, another target permanent gains indestructible for as long as you control Aegis Angel. (Effects that say ""destroy"" don't destroy it. A creature with indestructible can't be destroyed by damage.)"		5	5
Aegis Automaton	c7d0e494-642e-5981-90ee-850e67dff7ad			{2}	{4}{W}: Return another target creature you control to its owner's hand.		0	3
Aegis of Honor	7519304d-08f5-53c5-afa8-e74c0184dcbf	['W']		{W}	{1}: The next time an instant or sorcery spell would deal damage to you this turn, that spell deals that damage to its controller instead.			
Aegis of the Gods	43da4ca5-7702-5705-abd0-a374ba4c4aef	['W']		{1}{W}	You have hexproof. (You can't be the target of spells or abilities your opponents control.)		2	1
Aegis of the Heavens	afc1ca2e-736b-57e1-a46f-4072b7941d4b	['W']		{1}{W}	Target creature gets +1/+7 until end of turn.			
Aegis of the Meek	49de42c7-7ddd-5251-9602-636f061e5467			{3}	{1}, {T}: Target 1/1 creature gets +1/+2 until end of turn.			
Aeolipile	b0e4a93c-7875-5a58-aadc-16f51540794c			{2}	{1}, {T}, Sacrifice Aeolipile: It deals 2 damage to any target.			
Aeon Chronicler	12b82466-1c31-5550-a5a4-09ef66d7cae7	['U']		{3}{U}{U}	"Aeon Chronicler's power and toughness are each equal to the number of cards in your hand.
Suspend X—{X}{3}{U}. X can't be 0. (Rather than cast this card from your hand, you may pay {X}{3}{U} and exile it with X time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)
Whenever a time counter is removed from Aeon Chronicler while it's exiled, draw a card."		*	*
Aerathi Berserker	7e3eea10-8ba0-559e-81bf-38a3aecfb80a	['R']		{2}{R}{R}{R}	Rampage 3 (Whenever this creature becomes blocked, it gets +3/+3 until end of turn for each creature blocking it beyond the first.)		2	4
Aerial Caravan	7e3cfe4e-e5b8-5880-bd19-f26d50645e95	['U']		{4}{U}{U}	"Flying
{1}{U}{U}: Exile the top card of your library. Until end of turn, you may play that card. (Reveal the card as you exile it.)"		4	3
Aerial Engineer	dd77e8c9-25f8-558a-8b3b-2da413ba46fe	['U', 'W']		{2}{W}{U}	As long as you control an artifact, Aerial Engineer gets +2/+0 and has flying.		2	4
Aerial Formation	b2c907d6-05e6-59b1-8b68-53f3bcbe13a1	['U']		{U}	"Strive — This spell costs {2}{U} more to cast for each target beyond the first.
Any number of target creatures each get +1/+1 and gain flying until end of turn."			
Aerial Guide	bcf931f8-a9fa-5d6a-a756-ea7a3ecbe1bd	['U']		{2}{U}	"Flying
Whenever Aerial Guide attacks, another target attacking creature gains flying until end of turn."		2	2
Aerial Maneuver	134eba1d-dd10-5889-82d3-c734e88b93e3	['W']		{1}{W}	Target creature gets +1/+1 and gains flying and first strike until end of turn.			
Aerial Modification	37f42995-7052-5502-ba2d-27e6cf7e9629	['W']		{4}{W}	"Enchant creature or Vehicle
As long as enchanted permanent is a Vehicle, it's a creature in addition to its other types.
Enchanted creature gets +2/+2 and has flying."			
Aerial Predation	d1527544-622b-5341-bc9e-a873bb3bd51a	['G']		{2}{G}	Destroy target creature with flying. You gain 2 life.			
Aerial Responder	48e438fe-5293-5133-bb6f-b136c99a329a	['W']		{1}{W}{W}	Flying, vigilance, lifelink		2	3
Aerial Toastmaster	86417773-b453-5d62-a5e6-71a066e628fa	['W']		{3}{W}	"Flying
{3}{W}, Sacrifice another artifact: Aerial Toastmaster assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)"		3	2
Aerial Volley	ffd990cc-9a36-5f72-b880-4d366e121e39	['G']		{G}	Aerial Volley deals 3 damage divided as you choose among one, two, or three target creatures with flying.			
Aerie Bowmasters	bd3dd15a-ee39-5750-a766-499e704b20a9	['G']		{2}{G}{G}	"Reach (This creature can block creatures with flying.)
Megamorph {5}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)"		3	4
Aerie Mystics	0a93254f-fad2-5516-a0d4-15801d228dda	['W']		{4}{W}	"Flying
{1}{G}{U}: Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.)"		3	3
Aerie Ouphes	82a07c93-9539-514a-8b2e-9aeb3438dad8	['G']		{4}{G}	"Sacrifice Aerie Ouphes: It deals damage equal to its power to target creature with flying.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)"		3	3
Aerie Worshippers	049d8701-53f0-5ae4-bd93-c2527152b9e1	['U']		{3}{U}	Inspired — Whenever Aerie Worshippers becomes untapped, you may pay {2}{U}. If you do, create a 2/2 blue Bird enchantment creature token with flying.		2	4
Aeromunculus	a18dde06-a5bc-5c49-a8d4-ef2d06f12741	['G', 'U']		{1}{G}{U}	"Flying
{2}{G}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)"		2	3
Aeronaut Admiral	2866b271-3bb6-59da-b382-01d243f56361	['W']		{3}{W}	"Flying
Vehicles you control have flying."		3	1
Aeronaut Tinkerer	a8c5805e-2195-5b97-a3c8-342a086c7bc0	['U']		{2}{U}	Aeronaut Tinkerer has flying as long as you control an artifact. (It can't be blocked except by creatures with flying or reach.)		2	3
Aesthetic Consultation	5d2ba48e-7914-5161-8bba-597353425950	['B']		{B}	Choose an artist. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with art by the chosen artist. Put that card in your hand and exile all other cards revealed this way.			
Aesthetic Consultation (b)	747a62d5-7769-564f-9b2f-8e179f2c08c7	['B']		{B}	Choose an artist. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with art by the chosen artist. Put that card in your hand and exile all other cards revealed this way.			
Aesthir Glider	7a699417-8c13-5408-bec9-3311cce0be72			{3}	"Flying
Aesthir Glider can't block."		2	1
Aether Adept	34cf8d20-8a9a-508d-86b6-f4540acd78a2	['U']		{1}{U}{U}	When Aether Adept enters the battlefield, return target creature to its owner's hand.		2	2
Aether Barrier	13402651-cf31-5ddc-828b-b8731b06681c	['U']		{2}{U}	Whenever a player casts a creature spell, that player sacrifices a permanent unless they pay {1}.			
Aether Burst	020af9cc-5258-51bc-982e-91ae14e94677	['U']		{1}{U}	Return up to X target creatures to their owners' hands, where X is one plus the number of cards named Aether Burst in all graveyards as you cast this spell.			
Aether Charge	eb4a8bea-9033-5350-a04a-b97def0e2005	['R']		{4}{R}	Whenever a Beast enters the battlefield under your control, you may have it deal 4 damage to target opponent or planeswalker.			
Aether Chaser	8668a0ef-4210-5995-8d0b-e85b71121c45	['R']		{1}{R}	"First strike
When Aether Chaser enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Chaser attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."		2	1
Aether Figment	9461a6b0-06ce-5199-b67b-fa5a175fd988	['U']		{1}{U}	"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Aether Figment can't be blocked.
If Aether Figment was kicked, it enters the battlefield with two +1/+1 counters on it."		1	1
Aether Flash	ee586a53-c4f2-53cf-ba39-aef42c3e50e2	['R']		{2}{R}{R}	Whenever a creature enters the battlefield, Aether Flash deals 2 damage to it.			
Aether Gale	3cad85c8-ba57-53ff-ad3c-455ccbb3a8b5	['U']		{3}{U}{U}	Return six target nonland permanents to their owners' hands.			
Aether Herder	4fffd96a-787b-5d8f-a4d6-5e516a567f06	['G']		{3}{G}	"When Aether Herder enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Herder attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."		3	3
Aether Hub	474ec6d4-d6d5-5a8e-af71-6eaad5b71d2d				"When Aether Hub enters the battlefield, you get {E} (an energy counter).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color."			
Aether Inspector	b9a1528f-22d6-5693-a0a1-6009cae6a5b5	['W']		{3}{W}	"Vigilance
When Aether Inspector enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Inspector attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."		2	3
Aether Meltdown	302b1b22-6009-51d7-8c62-2c98deadb978	['U']		{1}{U}	"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature or Vehicle
When Aether Meltdown enters the battlefield, you get {E}{E} (two energy counters).
Enchanted permanent gets -4/-0."			
Aether Membrane	d13fc2d4-ce1a-5c08-abe7-a62657f2c15d	['R']		{1}{R}{R}	"Defender; reach (This creature can block creatures with flying.)
Whenever Aether Membrane blocks a creature, return that creature to its owner's hand at end of combat."		0	5
Aether Mutation	b777b78c-2894-5278-ae31-0c28766e89b8	['G', 'U']		{3}{G}{U}	Return target creature to its owner's hand. Create X 1/1 green Saproling creature tokens, where X is that creature's converted mana cost.			
Aether Poisoner	5c3c1ca0-8c29-5045-98bb-00fd58e71932	['B']		{1}{B}	"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Aether Poisoner enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Poisoner attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."		1	1
Aether Rift	8fe36144-0cef-541f-a99c-0f6ce3677652	['G', 'R']		{1}{R}{G}	At the beginning of your upkeep, discard a card at random. If you discard a creature card this way, return it from your graveyard to the battlefield unless any player pays 5 life.			
Aether Searcher	9fedbd1e-4ecc-50b0-921e-fde074a0846d			{7}	"Reveal Aether Searcher as you draft it. Reveal the next card you draft and note its name.
When Aether Searcher enters the battlefield, you may search your hand and/or library for a card with a name noted as you drafted cards named Aether Searcher. You may cast it without paying its mana cost. If you searched your library this way, shuffle it."		6	4
Aether Shockwave	d7a68ac2-c8d3-5b63-9765-3b4d912dc8aa	['W']		{3}{W}	"Choose one —
• Tap all Spirits.
• Tap all non-Spirit creatures."			
Aether Snap	8bd86b34-4221-5d1e-a530-fc63627ba90a	['B']		{3}{B}{B}	Remove all counters from all permanents and exile all tokens.			
Aether Spellbomb	d283f775-a9a5-5829-a231-27be355895a1			{1}	"{U}, Sacrifice Aether Spellbomb: Return target creature to its owner's hand.
{1}, Sacrifice Aether Spellbomb: Draw a card."			
Aether Sting	f7273784-dda8-5ae1-ba61-290c571897e3	['R']		{3}{R}	Whenever an opponent casts a creature spell, Aether Sting deals 1 damage to that player.			
Aether Storm	edf5b970-14f7-5103-a832-d7103f974d0f	['U']		{3}{U}	"Creature spells can't be cast.
Pay 4 life: Destroy Aether Storm. It can't be regenerated. Any player may activate this ability."			
Aether Swooper	a63baf9b-e16a-5c69-bfdb-a7872425f768	['U']		{1}{U}	"Flying
When Aether Swooper enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Swooper attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."		1	2
Aether Theorist	87e962fa-188e-5709-8fe3-b6f1dd43819f	['U']		{1}{U}	"When Aether Theorist enters the battlefield, you get {E}{E}{E} (three energy counters).
{T}, Pay {E}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"		1	3
Aether Tide	294fae9c-88ca-5132-9154-a3010a51fb0f	['U']		{X}{U}	"As an additional cost to cast this spell, discard X creature cards.
Return X target creatures to their owners' hands."			
Aether Tradewinds	2ef78c06-acce-5a2a-a4b6-00880aa03e56	['U']		{2}{U}	Return target permanent you control and target permanent you don't control to their owners' hands.			
Aether Tunnel	3d7a2aa1-b6ab-5adb-b1a6-71847c3c7fe4	['U']		{1}{U}	"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked."			
Aether Vial	8e58992b-4ce9-508a-bfd1-7ac4d437b353			{1}	"At the beginning of your upkeep, you may put a charge counter on Aether Vial.
{T}: You may put a creature card with converted mana cost equal to the number of charge counters on Aether Vial from your hand onto the battlefield."			
Aether Web	7f6f2844-092c-550d-9704-2b8f2bc0a8c4	['G']		{1}{G}	"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1, has reach, and can block creatures with shadow as though they didn't have shadow. (Creatures with reach can block creatures with flying.)"			
Aetherborn Marauder	28605a39-20e4-5028-a0e7-17f7c3c2f370	['B']		{3}{B}	"Flying, lifelink
When Aetherborn Marauder enters the battlefield, move any number of +1/+1 counters from other permanents you control onto Aetherborn Marauder."		2	2
Aetherflame Wall	fb149973-f52c-5506-a5d5-c355c5465d77	['R']		{1}{R}	"Defender
Aetherflame Wall can block creatures with shadow as though they didn't have shadow.
{R}: Aetherflame Wall gets +1/+0 until end of turn."		0	4
Aetherflux Reservoir	71c9de46-9f54-5ace-aa26-1725d2e60bf5			{4}	"Whenever you cast a spell, you gain 1 life for each spell you've cast this turn.
Pay 50 life: Aetherflux Reservoir deals 50 damage to any target."			
Aethergeode Miner	5c1aec80-b894-509f-993b-8a017753c74d	['W']		{1}{W}	"Whenever Aethergeode Miner attacks, you get {E}{E} (two energy counters).
Pay {E}{E}: Exile Aethergeode Miner, then return it to the battlefield under its owner's control."		3	1
Aetherize	ac60dafc-df1a-5778-bf87-971a9c1b5eb3	['U']		{3}{U}	Return all attacking creatures to their owner's hand.			
Aetherling	7ea68033-e8dd-52be-b7c4-72b0440af63b	['U']		{4}{U}{U}	"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn."		4	5
